"I/E",ccc,serial,"tax number",name,area,address,phone,109i,109e,108i,108e,107i,107e,106i,106e,105i,105e
I,8471,25,"28901889",台灣東京精密股份有限公司,新竹縣,新竹縣竹北市中和街１９９號２樓,"03-5531300",A,M,A,L,A,L,A,L,A,L
I,8471,26,"22099287",智邦科技股份有限公司,新竹巿,新竹巿科學園區研新三路１號,"03-5770270",A,A,A,A,A,A,A,A,A,A
I,8471,27,"54006781",寶璣系統股份有限公司,新竹市,新竹市香山區香山里中華路５段１９３號１、２樓,"03-5399396",H,L,F,L,F,D,I,K,F,K
I,8471,28,"80508373",拓見科技國際股份有限公司,新北市,新北市淡水區中正東路２段２７之９號２樓,"02-28098131",L,M,L,L,L,L,M,M,L,L
I,8471,29,"54518116",金萬益股份有限公司　,新竹縣,新竹縣竹北市台元一街５號１０樓之３　,"03-5600258",L,L,L,J,L,J,L,J,L,J
I,8471,30,"66584758",嘉隼國際有限公司,新北市,新北市新莊區新北大道三段５號６樓之３,"02-85216035",L,L,L,L,L,L,L,L,M,M
I,8471,31,"20828393",宏碁股份有限公司,臺北市,臺北市松山區復興北路３６９號７樓之５,"02-26963131",A,K,A,G,A,H,A,D,A,C
I,8471,32,"24778249",宏碁通信股份有限公司,臺北市,臺北市松山區復興北路３６９號７樓之５,"02-27195000",L,L,L,M,L,M,M,L,L,M
I,8471,33,"43162200",宏碁雲端技術服務股份有限公司,臺北市,臺北市松山區復興北路３６９號７樓之５,"02-27195000",M,M,L,L,L,L,L,L,L,L
I,8471,34,"57604000",智聯服務股份有限公司,新竹市,新竹市東區民族路１３９號３樓,"03-5339141",L,L,L,J,L,L,L,M,M,M
I,8471,35,"80722079",朝強生技股份有限公司,新北市,新北市三重區重陽路一段６０巷９３號３樓,"03-4801299",M,M,L,M,M,M,M,M,M,M
I,8471,36,"84283642",鴻盛科技有限公司,台北市,台北市松山區民生東路三段１３０巷５弄６號１樓,"02-2719-2388",L,M,L,M,L,M,L,M,L,M
I,8471,37,"97469108",慶旺科技股份有限公司,新北市,新北市五股區五權三路２５號５樓,"02-22983636",L,J,L,I,L,H,L,H,L,H
I,8471,38,"53604964",瀚鈞國際有限公司,新竹縣,新竹縣竹北市光明六路東二段３３號１樓,"03-6676706",L,L,L,L,L,L,K,L,K,L
I,8471,39,"70454594",安科國際有限公司,臺北市,臺北市信義區基隆路一段４３２號１１樓之５,"02-27227926",L,M,M,M,M,M,M,M,L,M
I,8471,40,"80180428",承偉國際股份有限公司,新北市,新北市中和區建一路１５０號１０樓,"02-77315188",A,F,A,A,A,B,A,F,H,J
I,8471,41,"70468859",世洋科技股份有限公司,臺北市,臺北市內湖區民善街８９號４樓,"02-2796-5888",L,J,J,H,L,G,K,H,K,H
I,8471,42,"25126456",行動力國際股份有限公司,臺北市,臺北市大同區甘谷街３５號４樓之３,"02-25595216",L,K,L,J,J,I,I,I,K,J
I,8471,43,"80503736",建騰創達科技股份有限公司,台北市,台北市內湖區堤頂大道二段４０７巷２０弄１號７樓,"02-8751-2005",K,H,K,A,K,A,K,A,K,A
I,8471,44,"54046101",同星科技股份有限公司,新北市,新北市汐止區大同路２段１５５號１０樓,"02-86926796",B,A,B,A,A,A,C,A,I,D
I,8471,45,"52585834",吉光智慧科技有限公司,臺北市,臺北市大同區長安西路66號2樓之1,"02-25569420",L,M,L,L,L,L,L,L,M,M
I,8471,46,"53055480",鴻銳科技股份有限公司,桃園市,桃園市中壢區南園二路８號,"02-77308456",L,J,L,J,L,I,L,H,L,I
I,8471,47,"54657812",亞果元素國際股份有限公司,臺北市,臺北市大安區忠孝東路4段148號8樓之5,"02-23775650",L,K,J,H,K,H,K,I,K,H
I,8471,48,"12995143",阿達特科技股份有限公司,新北市,新北市中和區連城路２５８號６樓,"02-82262279",J,L,H,K,F,K,E,K,G,K
I,8471,49,"28722627",宸鋒科技股份有限公司,新北市,新北市中和區宜安路１巷３０弄４之２號,"02-29404002",L,L,J,L,J,L,J,L,I,L
I,8471,50,"12861019",威剛科技股份有限公司,新北市,新北市中和區連城路２５８號１８樓,"02-82280886",A,A,A,A,A,A,A,A,A,A
I,8471,51,"53662422",比利時商艾迪比有限公司台灣分公司,臺北市,臺北市大安區復興南路二段２８３號６樓,"02-27039977",L,M,J,M,I,M,J,M,L,L
I,8471,52,"24570542",傑新科技股份有限公司,臺北市,臺北市內湖區港墘路２００號３樓之１,"02-87973116",K,I,K,F,L,H,L,I,L,J
I,8471,53,"23136182",怡德視訊股份有限公司,台北巿,台北巿大安區建國南路１段３３６號４樓,"02-2707-7707",J,M,J,M,I,M,K,M,J,M
I,8471,54,"53226837",亞迪電子股份有限公司,新北市,新北市三重區光復路二段６９號１５樓,"02-85123222",L,L,L,K,L,L,L,L,L,L
I,8471,55,"86928099",香港商愛迪達採購有限公司台灣分公司,臺北市,臺北市內湖區基湖路３７號４樓,"02-87510055",L,M,L,M,L,M,L,M,L,M
I,8471,56,"70368394",玖營實業有限公司,台北市,台北市中山北路３段２８號４樓之６,"02-26686768",J,M,I,L,G,L,H,M,H,L
I,8471,57,"89593343",凌華科技股份有限公司,新北市,新北市中和區建一路一六六號九樓．九樓之一．之二．之三　　,"02-82265877",A,A,A,A,A,A,A,A,A,A
I,8471,58,"28742601",微創數位科技有限公司,桃園市,桃園市桃園區新埔六街７７號１２樓之３,"03-3460756",L,L,L,L,L,L,L,L,L,L
I,8471,59,"89522122",亞土科技股份有限公司,新北市,新北市新店區中興路二段一九二號五樓之二,"02-29160989",M,L,L,L,L,L,L,L,L,L
I,8471,60,"54314984",昇隆電子科技有限公司,新北市,新北市汐止區新昌路７５號２樓,"02-26412435",L,M,L,M,L,M,L,M,L,M
I,8471,61,"53940707",愛德邦士電氣工業股份有限公司,臺北市,臺北市內湖區基湖路１０巷５７號４樓,"02-25459988",K,M,J,M,J,M,J,M,L,M
I,8471,62,"80258918",益茂科技股份有限公司,臺北市,臺北市大同區涼州街１之１５號１樓　,"02-25535153",L,M,K,M,L,M,K,M,L,M
I,8471,63,"80738109",豫興科技有限公司,新北市,新北市中和區南山里南山路１２７巷８弄１８號,"02-66176039",L,M,K,M,K,M,K,M,K,M
I,8471,64,"70501007",智瀚科技股份有限公司,新竹縣,新竹縣新竹科學工業園區工業東九路三之二號五樓,"03-5780088",L,M,L,M,L,M,L,M,L,L
I,8471,65,"16443570",璟德電子工業股份有限公司,新竹縣,新竹縣湖口鄉自強路１６號,"03-5987008",C,A,F,A,E,A,A,A,G,A
I,8471,66,"27364398",聯瑞科技股份有限公司,臺北市,臺北市中山區長安東路1段18號12樓,"02-25222122",K,M,I,M,D,M,C,M,H,M
I,8471,67,"70461666",台灣艾儀有限公司,新北市,新北市中和區中山路３段１１０號１０樓,"02-82215599",A,M,A,L,A,L,A,M,A,M
I,8471,68,"80468415",漢辰科技股份有限公司,新竹縣,新竹縣新竹科學工業園區研新一路１８號５樓,"03-5797711",D,E,C,G,A,H,A,G,D,E
I,8471,69,"70540064",長傑科技股份有限公司,新北市,新北市汐止區新台五路１段９７號２７樓之１０　,"02-26973377",L,K,K,J,J,H,I,E,J,G
I,8471,70,"22721973",惠虹光電科技有限公司,臺北巿,臺北巿吉林路１４巷１８之１號２樓,"02-25373389",I,L,G,L,G,L,I,L,J,L
I,8471,71,"70848839",日月光半導體製造股份有限公司中壢分公司,桃園市,桃園市中壢區復華里中華路１段５５０號,"03-4527121",A,A,A,A,A,A,A,A,A,A
I,8471,72,"76027628",日月光半導體製造股份有限公司,高雄巿,高雄巿楠梓加工出口區經三路２６號,"07-3617131",A,A,A,A,A,A,A,A,A,A
I,8471,73,"97100440",新儲域科技股份有限公司,臺北市,臺北市內湖區洲子街１９６號５樓,"02-2659-1858",L,M,L,M,M,M,L,L,J,M
I,8471,74,"12814136",台控科技股份有限公司,新竹縣,新竹縣竹北市新工二路１９８號４樓,"03-5520088",A,J,A,I,A,A,A,I,A,K
I,8471,75,"16130423",宏捷科技股份有限公司,臺南市,臺南市新市區臺南科學工業園區大利一路六號,"06-5050999",B,A,A,A,A,A,H,A,E,A
I,8471,76,"54820259",敏捷工控股份有限公司,新北市,新北市新店區北新路１段１２號１６樓,"07-6567126",L,L,L,L,L,M,L,L,L,L
I,8471,77,"86129477",富智科技股份有限公司,新北市,新北市中和區連城路２６８號１１樓之６,"02-8227-3456",J,L,I,K,J,L,K,K,K,L
I,8471,78,"54776541",艾格創新科技有限公司,桃園市,桃園市桃園區藝文一街８６之７號１６樓,"03-3466035",J,L,G,J,E,G,J,J,L,K
I,8471,79,"05155853",研華股份有限公司,台北巿,台北巿內湖區瑞光路２６巷２０弄１號,"02-27927818",A,A,A,A,A,A,A,A,A,A
I,8471,80,"23527977",愛德萬測試股份有限公司,新竹縣,新竹縣湖口鄉新竹工業區光復路１５號,"03-5975811",A,L,A,J,A,J,A,K,A,L
I,8471,81,"53005026",美商艾羅德克有限公司台灣分公司,新北市,新北市中和區板南路４９６號５樓,"02-87516690",L,M,L,M,L,M,L,M,L,L
I,8471,82,"97324075",利翔航太電子股份有限公司,新竹巿,新竹巿新竹科學工業園區研發二路３０號２樓,"03-5643912-2171",L,J,I,D,J,E,I,D,K,F
I,8471,83,"54301806",安提國際股份有限公司,新北市,新北市汐止區大同路１段２３７號２樓之１　　,"02-77092568",K,I,I,B,J,E,J,H,L,J
I,8471,84,"70518197",力景科技股份有限公司,新北市,新北市中和區中正路７１６號１４樓之６,"02-66205880",J,L,J,L,J,L,K,L,K,M
I,8471,85,"12658515",其陽科技股份有限公司,新北市,新北市汐止區大同路２段１３３號９樓,"02-86926677",L,A,J,A,J,A,K,A,J,A
I,8471,86,"27525541",富基電通股份有限公司,臺北市,臺北市南港區南港路3段48號10樓,"02-87893500",A,K,A,L,A,L,A,L,A,G
I,8471,87,"70747570",台灣安捷倫科技股份有限公司,桃園市,桃園市平鎮區高雙路２０號２樓,"03-495-9200",A,M,A,M,A,L,A,L,A,L
I,8471,88,"24951275",台灣雅高達國際有限公司,臺北市,臺北市信義區松高路１號１２樓及１２樓之１,"02-66313301",L,M,L,M,L,M,L,M,L,M
I,8471,89,"23757750",迪凱科技有限公司,台北市,台北市松山區南京東路五段３４３號８樓之１,"02-2749-1909",L,M,L,M,L,L,L,L,L,L
I,8471,90,"28460052",鈦宇數位股份有限公司,新北市,新北市中和區橋安街１０號１１樓　　,"02-22423211",J,M,I,M,I,M,I,M,J,M
I,8471,91,"89583915",鈞嵐企業有限公司,新北市,新北市汐止區康寧街３５３號２樓,"02-29007430",K,M,J,M,J,M,J,M,I,M
I,8471,92,"96994977",營邦企業股份有限公司,桃園市,桃園市蘆竹區新莊村大興路２０巷１９弄９號,"03-3138386",A,A,A,A,A,A,A,A,A,A
I,8471,93,"24965475",智傑國際科技有限公司,臺北市,臺北市中山區新生北路２段１２７巷１４號１樓,"0933832686",L,M,L,M,L,M,L,M,L,M
I,8471,94,"97160544",漢翔航空工業股份有限公司,臺中巿,臺中巿西屯區西平里２４鄰漢翔路１號,"04-27020001",A,A,A,A,A,A,A,A,A,A
I,8471,95,"84217382",艾法科技股份有限公司,高雄市,高雄市鳳山區八德路２段２３０號,"07-7777128",L,L,L,L,L,L,L,L,L,L
I,8471,96,"43805359",英研智能移動股份有限公司,臺北市,臺北市士林區承德路四段１６６號６樓,"",L,L,K,L,J,L,L,L,L,M
I,8471,97,"11381701",亞洲航空股份有限公司,臺南市,臺南市仁德區機場路１０５０號,"06-2681911",A,K,A,H,A,I,A,J,A,K
I,8471,98,"28877776",元佳宇有限公司,高雄市,高雄市岡山區前峰路２８６巷８號　　,"07-6218118",L,L,J,J,I,J,J,L,K,L
I,8471,99,"22522453",亞東工業氣體股份有限公司,臺北市,臺北市內湖區瑞光路３９９號７樓　,"02-77342988",H,M,A,M,A,L,B,L,A,L
I,8471,100,"22101559",亞東工業氣體股份有限公司楠梓分公司,高雄市,高雄市楠梓加工出口區東七街１２號,"07-3649737",M,M,L,M,M,M,M,M,M,M
I,8471,101,"11072509",三福氣體股份有限公司,臺北市,臺北市中山區中山北路二段２１號５樓,"02-2521-4161",A,K,A,J,A,J,A,J,A,J
I,8471,102,"28987083",新加坡商東南亞空中巴士直升機股份有限公司台灣分公司,高雄市,高雄市小港區鳳福路８２號１樓,"07-8230577",J,M,I,L,I,M,J,L,K,L
I,8471,103,"24790882",香港商凌科亞洲有限公司台灣分公司,臺北市,臺北市內湖區內湖路１段６６號１０樓,"02-66038889",L,M,L,M,L,M,L,M,L,M
I,8471,104,"80268351",聯天科技股份有限公司,臺北市,臺北市中山區中山北路２段４４號１１樓　,"02-25236706",J,M,J,M,I,M,H,M,H,M
I,8471,105,"53666460",英屬開曼群島商亞德客國際股份有限公司台灣分公司,臺北市,臺北市松山區民生東路３段１２９號４樓,"02-27197538",E,A,A,A,A,A,A,A,C,A
I,8471,106,"12800055",愛思強股份有限公司,新竹市,新竹市東美路９１巷３號６樓,"03-5712678",H,L,D,L,B,L,F,L,B,L
I,8471,107,"53141009",光鈦國際科技有限公司,臺中市,臺中市西區台中港路１段１３３號１３樓,"04-22638916",M,L,L,L,L,L,L,L,L,L
I,8471,108,"22100469",安碁科技股份有限公司,臺中市,臺中市潭子區臺中加工出口區建國路十一之三號,"04-25335978#108",I,H,G,D,F,A,E,B,C,B
I,8471,109,"21224842",青雲國際科技股份有限公司,新北市,新北市中和區中正路７１６號６樓,"02-82273277",A,L,A,L,A,L,A,K,A,L
I,8471,110,"80688234",亞伯特技術顧問有限公司,臺北市,臺北市大安區復興南路二段３２８號１樓,"02-25321805",L,M,L,M,L,M,L,M,L,M
I,8471,111,"20916488",瑞士商愛爾康大藥廠股份有限公司台灣分公司,臺北市,臺北市中正區仁愛路２段９９號１１樓,"02-23229300",A,M,A,M,A,M,A,M,A,M
I,8471,112,"70455720",安國國際科技股份有限公司,臺北市,臺北市南港區三重路６６號９樓,"02-2653-5000",J,J,C,B,A,A,A,A,A,A
I,8471,113,"82780428",聯漢科技股份有限公司,桃園市,桃園市蘆竹區經國路８９０號４樓,"03-3465059",G,H,C,I,M,M,M,M,M,M
I,8471,114,"84149054",揚智科技股份有限公司,新竹市,新竹市東區金山八街１號６樓,"03-5780589",J,A,H,A,A,A,A,A,A,A
I,8471,115,"53690150",亞盟數位企業有限公司,新北市,新北市中和區板南路４９８號７樓之１,"02-29879874",L,M,L,M,L,M,L,M,L,M
I,8471,116,"80594709",亞利森貿易有限公司,臺中市,臺中市西屯區惠來里市政北五路２７０號１０樓之３,"0918007981",L,M,K,M,I,M,I,L,L,L
I,8471,117,"22871803",宸昶企業有限公司,台北巿,台北巿大安區復興南路２段１５７號１１樓,"02-27039390",L,M,L,M,L,M,L,M,L,M
I,8471,118,"54713429",全悅企業有限公司,新北市,新北市中和區華新街１３０號７樓,"02-29466556",K,M,J,L,I,L,K,M,K,M
I,8471,119,"27997056",裕隆行國際運通股份有限公司自由貿易港分公司,桃園市,桃園市大園區航翔路５號７樓之３,"03-3995845",A,A,A,A,A,A,A,A,A,A
I,8471,120,"53358169",銓視界股份有限公司,桃園市,桃園市蘆竹區南崁路二段９號５樓之５　,"03-3525199",L,M,L,M,L,M,L,M,L,M
I,8471,121,"27944039",美商朗格股份有限公司台灣分公司,臺北市,臺北市信義區基隆路１段３３３號１２樓,"02-27577231",L,M,L,M,L,M,L,M,L,M
I,8471,122,"53529261",台灣愛力根藥品股份有限公司,臺北市,臺北市中正區羅斯福路二段１０２號９樓,"02-23669888",A,M,A,M,A,M,A,L,A,L
I,8471,123,"80069120",科群實業有限公司,新竹市,新竹市東區光復里新光路４２巷３８號１樓,"03-5721357",L,L,L,J,L,J,L,K,L,K
I,8471,124,"54051624",全應科技有限公司,新北市,新北市中和區景平路３８５巷１號１樓,"0226187776",L,L,L,L,M,L,L,L,L,L
I,8471,125,"86159865",百佳泰股份有限公司,台北市,台北市南港區園區街３之１號９樓,"02-2655-7877",J,L,H,L,H,L,H,L,H,L
I,8471,126,"29182774",百佳泰股份有限公司中科分公司,南投縣,南投縣南投市中興路９號,"049-2337277",L,L,J,L,J,L,J,L,I,L
I,8471,127,"03213392",亞力電機股份有限公司,台北市,台北市南港區三重路１９－１１號１２樓,"02-26553456",E,I,A,C,A,B,A,E,D,A
I,8471,128,"86956947",羅一國際股份有限公司,臺南市,臺南市永康區永大路一段１３８號,"06-2731507",J,A,G,A,A,A,F,A,G,A
I,8471,129,"16877202",均旺企業有限公司,臺中市,臺中市西區忠明南路１６號９樓之３,"04-27075155",L,M,L,M,L,M,L,M,L,M
I,8471,130,"24940192",台灣歐聖股份有限公司,臺北市,臺北市大安區東豐街２５號１樓,"02-27041228",J,L,H,M,I,M,I,M,H,M
I,8471,131,"13084755",億銓科技股份有限公司,台北市,台北市大安區辛亥路１段３０號１２樓之１,"02-23633645",L,M,K,M,K,M,K,M,L,M
I,8471,132,"23606711",歐測股份有限公司,新北市,新北市三重區興德路９２號１４樓,"02-29953021",J,M,G,L,H,L,F,L,H,L
I,8471,133,"24798821",日商艾美多股份有限公司台北分公司,臺北市,臺北市中山區天祥路５７號２樓,"02-25996022",K,M,I,L,I,L,H,L,F,L
I,8471,134,"82420466",全能商業社,彰化縣,彰化縣花壇鄉南口村中山路２段２９７－２１號１樓,"04-7869858",L,M,L,M,M,M,M,M,M,M
I,8471,135,"12800392",明泰科技股份有限公司,新竹科,新竹科學園區新竹市力行七路8號,"03-5636666-7643",A,A,A,A,A,A,A,A,A,A
I,8471,136,"30817873",愛發股份有限公司,台北巿,台北巿中山區松江路七一號一一樓,"02-25083066",K,M,I,L,J,M,J,L,J,M
I,8471,137,"42696375",阿爾卑斯車業有限公司,新北市,新北市淡水區淡金路５９號八樓,"02-26299987",L,M,L,M,L,M,L,M,L,M
I,8471,138,"53152552",台灣阿爾卑斯物流股份有限公司,臺北市,臺北市大同區華陰街91號4樓之3,"02-25557653",A,I,A,A,A,A,A,A,L,B
I,8471,139,"27231258",法商阿爾斯通運輸股份有限公司台灣分公司,臺北市,臺北市內湖區瑞光路４０８號８樓之５,"02-27753190",K,M,E,M,H,M,F,L,H,M
I,8471,140,"97307625",華晶科技股份有限公司,新竹科,新竹科學工業園區新竹市力行路１２號,"03-5784567",C,A,A,C,J,K,L,L,I,L
I,8471,141,"28112884",聚晶半導體股份有限公司,新竹科,新竹科學工業園區新竹市力行路１２號５樓,"03-5784567#1215",L,L,L,K,L,I,L,A,L,A
I,8471,142,"84182686",聿鼎股份有限公司,桃園市,桃園市龜山區民生北路１段５８０號５樓,"03-2121020",K,M,J,M,J,M,I,M,J,L
I,8471,143,"52296721",安圖斯科技股份有限公司,新北市,新北市汐止區新台五路1段88號6樓,"02-27195000",K,J,J,H,L,L,M,M,M,M
I,8471,144,"28377076",歐緯世實業有限公司,新北市,新北市瑞芳區永龍新里５８號３樓,"02-86665108",L,M,L,M,L,L,L,M,L,M
I,8471,145,"36274545",天田股份有限公司,台北巿,台北巿青島東路５號３號,"02-23912366",F,J,A,E,A,C,A,F,A,E
I,8471,146,"53935562",台灣亞馬遜網路服務有限公司,臺北市,臺北市信義區松仁路３２號、３６號１８樓,"",L,M,K,M,H,M,K,M,L,M
I,8471,147,"27398067",安霸股份有限公司,新竹市,新竹市新竹科學工業園區力行一路１號１樓Ｃ１室,"03-6668828",L,M,L,M,K,L,L,L,L,L
I,8471,148,"22554573",美商超微半導體股份有限公司台灣分公司,台北市,台北市南港區園區街３號６樓,"02-2655-8885",I,L,D,L,H,L,G,L,I,M
I,8471,149,"96970927",美商安邁科技股份有限公司台灣分公司,臺北巿,臺北巿中山區民權東路３段２號１１樓,"02-25168887",K,C,J,A,J,A,J,A,K,A
I,8471,150,"29185049",台灣阿美特克股份有限公司,新竹市,新竹市公道五路二段１２０號１０樓之５,"03-5750099",K,L,H,J,I,L,J,K,J,L
I,8471,151,"45899036",台灣阿美特克股份有限公司台南分公司,台南市,台南市新市區創業路２６號１樓,"06-5051339",I,I,H,G,L,L,L,M,L,M
I,8471,152,"16404725",永洋科技股份有限公司,臺南市,臺南市新市區環東路１段３１巷２８號１－２樓　,"06-5058026",K,H,G,C,J,H,J,H,K,K
I,8471,153,"23590605",禹碩有限公司,高雄巿,高雄巿大順二路１４７號５樓之５,"07-3868022",L,M,L,M,L,M,L,L,L,L
I,8471,154,"16847968",艾克爾先進科技股份有限公司,新竹科,新竹科學工業園區桃園市龍潭區龍園ㄧ路３３３號,"03-5972777",A,A,A,A,A,A,A,A,A,A
I,8471,155,"16631664",艾克爾國際科技股份有限公司,桃園市,桃園市龍潭區中豐路高平段１號,"03-4116000",A,A,A,A,A,A,A,A,A,A
I,8471,156,"80335289",香港商眼力健亞洲有限公司台灣分公司,臺北市,臺北市中山區民生東路３段２號１０、１１樓,"02-25108960",L,M,K,M,L,M,L,M,L,M
I,8471,157,"86386073",安諾電子股份有限公司,桃園市,桃園市桃園區中山路９５６巷７１號,"03-3786960",K,L,I,I,I,J,L,L,L,L
I,8471,158,"84929896",瑞軒科技股份有限公司,新北市,新北市中和區連城路２６８號１７樓,"02-82280505",H,L,A,L,A,L,A,L,A,L
I,8471,159,"23523037",安葦工業有限公司,新北市,新北市新莊區五權二路２４號３樓之３,"02-28485555",L,L,L,L,L,L,L,L,L,M
I,8471,160,"28930667",安沛科技股份有限公司,新竹縣,新竹縣竹北市台元一街５號２樓之１,"03-5601799",L,L,L,J,L,K,L,L,K,I
I,8471,161,"12333051",安昌企業股份有限公司,臺北巿,臺北巿中山區復興北路１５０號１２樓之１,"02-27120132",K,M,I,L,J,L,J,L,J,L
I,8471,162,"54047185",安得實業有限公司,新北市,新北市中和區中山路２段４２７號,"",L,M,L,M,L,M,L,M,L,M
I,8471,163,"01990846",恩捷電子股份有限公司,新北市,新北市泰山區壽山路一三四巷一七號,"02-29060958",K,G,J,D,J,A,J,E,J,E
I,8471,164,"84901145",新加坡商艾利斯特有限公司台灣分公司,臺北市,臺北市信義區松德路１７１號２樓之２,"02-27279197",K,M,K,M,J,M,J,M,J,M
I,8471,165,"76401841",安竣股份有限公司,高雄巿,高雄巿新興區大同一路３１號,"07-2111136",J,M,F,M,D,L,F,M,G,M
I,8471,166,"23224452",安立知股份有限公司,臺北市,臺北市內湖區內湖路１段３１６號７樓,"02-8751-1816",A,M,A,L,A,L,A,M,A,M
I,8471,167,"50862241",台灣安東帕有限公司,臺北市,臺北市南港區成功路１段３２號６樓之２、６樓之３,"02-89798228",K,M,I,M,L,M,M,M,M,M
I,8471,168,"11238038",安東貿易股份有限公司,台北巿,台北巿長安西路２０１號,"02-22996755",I,A,D,A,E,A,C,A,E,A
I,8471,169,"52638038",安儀精密儀器有限公司,臺北市,臺北市大同區天水路４６號１樓　,"02-25587787",L,M,L,M,L,M,L,M,M,M
I,8471,170,"97306457",建碁股份有限公司,臺北市,臺北市松山區復興北路３６９號７樓之５,"02-77101195",I,L,J,K,I,J,J,K,J,J
I,8471,171,"70831464",建碁智見股份有限公司,臺北市,臺北市松山區復興北路３６９號７樓之５,"02-7710-1800",L,L,L,L,M,M,L,K,L,L
I,8471,172,"97444368",宇瞻科技股份有限公司,新北市,新北市土城區忠承路３２號１樓,"02-22678000",A,A,A,A,A,A,A,A,A,A
I,8471,173,"16130182",五鼎生物技術股份有限公司,新竹市,新竹市新竹科學工業園區東區力行五路７號,"03-5641952-312",I,A,E,A,E,A,G,A,H,A
I,8471,174,"89457889",經典公關顧問股份有限公司,台北市,台北市信義區東興路４１號１１樓,"02-87681218",L,M,L,M,L,M,L,M,M,M
I,8471,175,"53676018",英屬維京群島商高捷全球開發有限公司台灣分公司,臺北市,臺北市萬華區漢口街二段１１３號２樓,"02-23111729",J,M,H,M,H,M,H,M,G,M
I,8471,176,"28955863",愛樸科技股份有限公司,新竹縣,新竹縣竹東鎮沿河街６１９號１樓,"03-5387207",L,L,L,L,L,L,L,L,L,L
