"I/E",ccc,serial,"tax number",name,area,address,phone,109i,109e,108i,108e,107i,107e,106i,106e,105i,105e
I,8708,36,"12669870",威昱貿易股份有限公司,臺北市,臺北市內湖區堤頂大道一段３３號１樓,"02-27073088",L,M,L,M,L,M,L,M,L,M
I,8708,37,"16138585",宏領企業股份有限公司,臺北巿,臺北巿中山區長安東路一段２３號１０樓之６,"02-2551-1181",J,M,E,L,I,L,I,L,I,L
I,8708,38,"80594709",亞利森貿易有限公司,臺中市,臺中市西屯區惠來里市政北五路２７０號１０樓之３,"0918007981",L,M,K,M,I,M,I,L,L,L
I,8708,39,"86826044",呈軍有限公司,新北市,新北市新店區北新路３段２０５號８樓,"886-2-89132228",L,L,K,K,K,K,J,K,J,K
I,8708,40,"27997056",裕隆行國際運通股份有限公司自由貿易港分公司,桃園市,桃園市大園區航翔路５號７樓之３,"03-3995845",A,A,A,A,A,A,A,A,A,A
I,8708,41,"22853072",全拓股份有限公司,彰化縣,彰化縣花壇鄉中山路２段７９５之１號,"04-7612126",K,L,J,M,K,L,K,L,L,K
I,8708,42,"28456085",歐榮客車股份有限公司,臺北市,臺北市大安區基隆路２段１３２巷２１之３號,"02-27363760",L,M,L,M,L,M,L,M,L,M
I,8708,43,"54329591",誠天貿易有限公司,新北市,新北市汐止區康寧街６１巷３２號,"02-26950887",L,M,L,M,L,M,L,M,L,M
I,8708,44,"53812196",泓越國際鋁業股份有限公司,桃園市,桃園市龍潭區工二路１８６號,"03-4092555",J,G,H,A,H,A,H,F,I,H
I,8708,45,"29182774",百佳泰股份有限公司中科分公司,南投縣,南投縣南投市中興路９號,"049-2337277",L,L,J,L,J,L,J,L,I,L
I,8708,46,"05082297",毅懋企業有限公司,臺北巿,臺北巿中山區松江路一七號三樓,"02-25082637",K,L,I,L,H,L,I,L,J,L
I,8708,47,"22877659",飛弘通運有限公司,臺北巿,臺北巿大安區信義路４段２９６號７樓之７,"02-27007007",L,M,L,M,L,L,L,M,L,L
I,8708,48,"82420466",全能商業社,彰化縣,彰化縣花壇鄉南口村中山路２段２９７－２１號１樓,"04-7869858",L,M,L,M,M,M,M,M,M,M
I,8708,49,"82776677",阿法精品輪圈有限公司,臺中市,臺中市南區文心南十路１１５巷８號１４樓之３,"04-24224430",L,M,L,M,M,M,M,M,M,M
I,8708,50,"54610275",羽奏有限公司,高雄市,高雄市前鎮區中華五路１３６０號,"07-3380288",L,M,L,M,M,M,L,M,L,M
I,8708,51,"42696375",阿爾卑斯車業有限公司,新北市,新北市淡水區淡金路５９號八樓,"02-26299987",L,M,L,M,L,M,L,M,L,M
I,8708,52,"27231258",法商阿爾斯通運輸股份有限公司台灣分公司,臺北市,臺北市內湖區瑞光路４０８號８樓之５,"02-27753190",K,M,E,M,H,M,F,L,H,M
I,8708,53,"12667900",冠環國際有限公司,台北市,台北市大安區信義路四段５５號９樓,"02-27088501",L,J,L,I,L,H,L,H,L,H
I,8708,54,"54694274",奧莫爾有限公司,臺北市,臺北市中山區敬業一路１３２號,"02-85021087",M,M,L,M,M,M,M,M,L,M
I,8708,55,"54308385",鑫豔有限公司,新北市,新北市五股區蓬萊路６巷１１號,"02-22929055",L,M,L,M,L,M,L,M,L,M
I,8708,56,"80141360",威騰實業有限公司,新北市,新北市中和區建一路１６２號地下１樓之４,"02-8226-1423",L,L,L,L,L,L,L,K,L,K
I,8708,57,"28215066",永竑實業有限公司,新北市,新北市土城區承天路８巷１１號,"02-86982098",L,M,L,L,M,L,M,L,M,L
I,8708,58,"12989515",奧帕國際有限公司,桃園市,桃園市中壢區元化路３５６號６樓之１,"03-2804208",M,L,L,K,L,K,L,K,L,K
I,8708,59,"13049809",銨贊企業有限公司,彰化縣,彰化縣溪湖鎮富貴五街２０號,"04-23350738",L,M,L,M,L,L,L,M,L,M
I,8708,60,"15849524",安義貿易有限公司,臺北市,臺北市萬華區環河南路１段２３號６樓之２,"02-23140811",L,M,L,M,L,M,K,M,L,M
I,8708,61,"50956789",安益輪胎有限公司,桃園市,桃園市楊梅區仁美里中興路251號,"0981506022",L,M
I,8708,62,"84398285",協一實業有限公司,雲林縣,雲林縣北港鎮樹腳里１０鄰頂庄２－６號,"05-7821831",I,M,H,M,H,M,I,L,I,M
I,8708,63,"22962487",強鹿實業有限公司,雲林縣,雲林縣北港鎮新街里民樂路２６２號１樓　,"05-7821831",H,M,E,M,F,M,E,M,E,M
I,8708,64,"76401841",安竣股份有限公司,高雄巿,高雄巿新興區大同一路３１號,"07-2111136",J,M,F,M,D,L,F,M,G,M
I,8708,65,"45013472",安卡司有限公司,臺北市,臺北市信義區信義路５段１０９號地下１樓,"0931-064922",M,M,L,M,M,M,M,M,M,M
I,8708,66,"13184662",易函企業有限公司,高雄市,高雄市鼓山區逢甲路４５號,"07-5817917",L,M,L,M,L,M,L,M,L,M
I,8708,67,"85026924",安慶傳動科技有限公司,新北市,新北市新莊區化成路４０３巷３６號,"02-29913921",L,M,L,M
I,8708,68,"16762567",安瑟數位股份有限公司,臺北市,臺北市中正區博愛路５２號７樓,"02-66005588",L,M,L,M,L,M,L,M,M,M
I,8708,69,"23385674",安泰汽車興業股份有限公司,桃園市,桃園市蘆竹區長興路３段２７７巷５號,"03-3525249",L,J,K,I,L,I,L,J,K,J
I,8708,70,"11238038",安東貿易股份有限公司,台北巿,台北巿長安西路２０１號,"02-22996755",I,A,D,A,E,A,C,A,E,A
I,8708,71,"24281992",安勝興業有限公司,新北市,新北市中和區福美路３０１巷８弄４號４樓,"02-22404222",M,M,L,M,L,M,M,M,L,M
I,8708,72,"13079633",蚨茂動力有限公司,嘉義縣,嘉義縣民雄鄉頭橋工業區工業五路１之１號,"05-2206695",L,K,L,J,L,K,L,J,L,J
I,8708,73,"30886596",維輪實業股份有限公司,桃園市,桃園市中壢區過嶺里７鄰過嶺路２段４５６號,"03-420-1919",L,A,K,A,K,A,J,A,J,A
I,8708,74,"28090559",卓杰實業有限公司,新北市,新北市蘆洲區中原路２０巷１５號３樓,"02-82522748",L,L,L,L,L,L,L,L,L,L
I,8708,75,"12506270",鏘盟企業股份有限公司,桃園市,桃園市桃園區中正路１４１８號７樓,"03-3570066",L,E,L,A,L,A,L,A,L,A
I,8708,76,"16797101",吉揚國際有限公司,臺北市,臺北市內湖區民權東路６段３２８號１２樓　,"02-26326388",M,F,L,A,L,A,L,A,L,A
I,8708,77,"09825659",萊羿汽車工作室,新北市,新北市新店區中央二街７３號１樓,"02-82111676",L,M,L,L,L,M,L,M,L,M
I,8708,78,"27880611",至遠企業股份有限公司,新北市,新北市林口區文化二路１段２６６號地下１層之９,"02-26082898",L,M,L,M,L,M,K,M,J,M
I,8708,79,"23891258",亞祁貿易有限公司,台北巿,台北巿民族東路２５８號２樓,"02-25057222",L,M,L,M,L,M,L,M,L,M
I,8708,80,"28201008",至晟貿易股份有限公司,新北市,新北市林口區文化二路１段２６６號地下一層之９,"02-26082898",J,M,H,M,H,M,I,L,I,L
I,8708,81,"16891393",呈家企業有限公司,臺中市,臺中市西屯區龍門一街２８２號２樓　,"04-22518550",L,L,L,J,L,J,L,J,L,J
I,8708,82,"08005598",油順精密股份有限公司,臺中市,臺中市南屯區精科南路１８號,"04-23505599",L,F,J,A,I,A,J,C,J,E
I,8708,83,"16290201",宏健國際企業股份有限公司,新北市,新北市新店區北新路３段２０７號地下１層,"02-23053935",M,G,J,A,L,A,L,B,L,D
I,8708,84,"27268677",亞太竑科技有限公司,新竹縣,新竹縣竹東鎮世界街７１巷１０號１樓,"03-5924882",L,L,L,L,K,L,K,L,L,L
I,8708,85,"25000647",亞秝貿易有限公司,臺中市,臺中市南區福田三街１１３巷２號１樓,"04-22610762",L,M,L,M,L,M,L,M,L,L
I,8708,86,"07231006",亞細亞貿易股份有限公司,台中市,台中市西屯區協和里工業區３２路７２號１樓,"04-2355-1666",A,M,A,M,A,M,A,L,A,L
I,8708,87,"63100061",宇晴精密股份有限公司,臺中市,臺中市神岡區社口里中山路３６０巷１之１號,"03-5215252",L,L,L,L,L,L,M,M,M,M
I,8708,88,"77571371",鴻銓行,臺中巿,臺中巿南區南和里工學北路７１巷６號１８樓之２,"04-24751235",L,M,L,M,L,M,L,M,L,M
I,8708,89,"70547566",八達創新科技股份有限公司,新北市,新北市中和區員山路５１２號６樓,"02-82215488",L,M,L,M,L,M,L,L,L,M
I,8708,90,"19026705",阿特拉斯科普柯股份有限公司,桃園市,桃園市楊梅區上田里和平路236巷31弄38號,"03-4796838",F,M,A,M,A,M,A,L,A,L
I,8708,91,"53695824",奧多貿易有限公司,新北市,新北市泰山區新民路２之２號,"02-29082858",L,M,L,M,L,M,L,M,L,M
I,8708,92,"29060646",奧迪福斯汽車股份有限公司,臺北市,臺北市信義區松高路１號１５樓,"02-66077700",A,M,A,L,A,M,A,L,A,L
I,8708,93,"13126538",德賓汽車有限公司,臺北市,臺北市內湖區潭美街５５２號,"02-27937575",L,L,L,L,L,K,L,K,L,K
I,8708,94,"53637894",歐瑟汽車科技有限公司,桃園市,桃園市平鎮區文化街１６巷１２之３號４樓,"",L,M,L,M,L,M,L,M,L,M
I,8708,95,"24359251",歐特國際企業有限公司,新北市,新北市三重區五華街９３巷１０３號１樓,"02-22895853",L,L,L,K,L,M,L,M,L,M
I,8708,96,"24311047",吉霖汽車材料有限公司,臺北市,臺北市中山區德惠街１９３巷６號　,"02-25933514",L,M,L,M,L,M,L,M,L,M
I,8708,97,"54127737",夢奇地國際有限公司,桃園市,桃園市大溪區仁和路２段１６９號,"0925558356",L,M,L,M,L,L,L,L,L,L
I,8708,98,"54258462",錡亞國際有限公司,桃園市,桃園市八德區茄苳里永豐路２９６號,"03-3622230",M,L,L,J,L,J,M,K,L,K
I,8708,99,"23425943",衡昌交通器材有限公司,台北巿,台北巿民族東路６２號１樓,"02-25991100",L,M,L,M,L,M,L,M,L,M
I,8708,100,"29072045",晟巨旺汽車事業股份有限公司　,桃園市,桃園市中壢區環北路３４８號４樓之２,"03-4273268",L,J,L,H,L,H,L,G,L,H
I,8708,101,"22058693",智譽企業股份有限公司,桃園市,桃園市楊梅區富豐南路１０９巷１００號,"03-4723473",L,J,I,H,I,H,I,I,I,J
I,8708,102,"97081577",德惠貿易有限公司,臺北市,臺北市中山區德惠街１７０巷３號１樓,"02-25933514",L,M,L,M,L,M,L,M,L,M
I,8708,103,"27454567",歐權科技股份有限公司,臺中市,臺中市西屯區工業區四十二路１７號,"04-23551301",L,I,K,B,J,A,J,A,K,E
I,8708,104,"27565212",金吉林汽車材料有限公司,台北市,台北市中山區民族東路２６２號１樓,"02-25933514",L,M,L,M,L,M,L,M,L,M
I,8708,105,"53641807",旭恩國際貿易有限公司,臺中市,臺中市南屯區豐樂里文心南七路２８號１樓,"04-22318911",L,M,K,M,J,M,I,M,I,M
I,8708,106,"53262452",伸悅股份有限公司,臺中市,臺中市豐原區豐勢路１段５７７巷５０號１樓,"04-25610005",L,M,L,M,L,M,L,M,L,M
I,8708,107,"01802247",財團法人車輛研究測試中心,彰化縣,彰化縣鹿港鎮鹿工南七路六號,"04-7811222#5216",L,M,L,M,L,M,L,M,L,L
I,8708,108,"28916095",典發實業有限公司,臺中市,臺中市南區建國南路１段２４７號,"04-22606775",M,L,L,K,L,K,L,K,L,K
I,8708,109,"70373679",赫彩實業有限公司,台北市,台北市大同區承德路三段一二六號一樓,"02-25853988",M,M,L,M,L,M,L,M,L,M
I,8708,110,"80266641",偉淂股份有限公司,臺北市,臺北市中山區中山北路１段１２６巷１６號５樓,"02-25315361",M,L,L,L,L,L,L,L,L,L
I,8708,111,"12483728",車泰有限公司,台北巿,台北巿民生東路３段１１６號４樓之１,"02-27168079",L,K,L,I,L,I,L,H,L,I
I,8708,112,"70399431",前鐽國際限公司,台北市,台北市中山區長春路４０號７樓之２,"02-29862029",L,M,L,M,L,M,L,M,L,M
I,8708,113,"12872986",華伯有限公司,台北市,台北市信義區信義路５段５號,"02-2723-0100",L,M,L,L,L,M,L,M,L,M
I,8708,114,"23512186",靄崴科技股份有限公司,臺中市,臺中市南屯區精科五路３８號,"04-23503000",L,L,L,L,L,K,L,L,L,L
I,8708,115,"12673620",宇鉅國際貿易有限公司,臺北市,臺北市信義區信義路５段５號,"02-87869187",L,M,K,M,K,M,J,M,J,L
I,8708,116,"52817829",成祐精機股份有限公司,臺中市,臺中市太平區合利街１５巷９號,"04-22703188",L,K,L,J,L,J,L,J,L,J
I,8708,117,"53275077",勝騰工業有限公司,臺中市,臺中市霧峰區吉峰里民生路３０３之２號,"04-23301553",L,L,L,L,M,L,M,M,L,L
I,8708,118,"89941602",源山汽車材料股份有限公司,台北巿,台北巿長春路１８４號４樓之２,"02-25047982",L,M,L,M,L,M,L,M,L,M
I,8708,119,"27994396",蔚藍國際股份有限公司,臺北市,臺北市大同區鄭州路１３９號１２樓,"02-25572567#784",L,M,L,L,L,M,L,M,L,M
I,8708,120,"25064135",比安母有限公司,臺北市,臺北市中正區杭州南路１段６巷９號５樓,"02-23973816",I,M,G,M,M,M,M,M,M,M
I,8708,121,"86277687",百發貿易有限公司,台北巿,台北巿光復南路３３巷１６號１樓,"02-2761-1927",L,M,K,M,K,M,K,M,K,M
I,8708,122,"16738167",百士誠有限公司,臺南市,臺南市安定區中沙里中崙１１０號,"06-5931281",L,M,L,M,L,M,L,M,L,M
I,8708,123,"24864672",八駿企業有限公司,彰化縣,彰化縣二林鎮東興里平等街１７號,"04-8935388",L,M,K,M,L,M,M,M,M,M
I,8708,124,"12868673",金暉汽材有限公司,台北市,台北市中山區新生北路３段９３巷１８號,"02-25995123",L,M,L,M,L,M,L,M,L,M
I,8708,125,"12828883",寶筌工業股份有限公司,臺南市,臺南市永康區中正二街四二八號,"06-2545306",L,L,L,L,L,L,L,L,L,L
I,8708,126,"23343865",寶鑾企業有限公司,高雄市,高雄市鼓山區文忠路３９號底層,"07-5520725",L,M,L,M,L,M,L,M,L,M
I,8708,127,"54294734",寶城貿易有限公司,桃園市,桃園市龜山區忠義路２段５７０號,"02-26084805",L,M,K,M,K,M,K,M,K,M
I,8708,128,"28437829",香港商萬事利機器有限公司台灣分公司,臺北市,臺北市信義區基隆路２段１５號１０樓,"02-77180809",I,L,E,L,G,L,L,L,L,L
I,8708,129,"86683432",美商瑪桂國際股份有限公司台灣分公司,桃園市,桃園市中壢區民族路六段５７６巷３９弄３號,"03-4902111",L,J,J,E,K,K,L,M,L,L
I,8708,130,"52801729",本土股份有限公司,臺中市,臺中市大里區四育街４５號,"04-2492-9678",L,D,I,A,I,A,H,A,H,A
I,8708,131,"28014700",六信汽車有限公司,台中市,台中市南屯區永定里永春路７號１樓,"04-2380-6777",L,M,L,M,L,L,L,M,L,M
I,8708,132,"27537531",碩益國際有限公司,臺北市,臺北市松山區健康路３２５巷６弄５號１樓,"02-27699227",K,M,J,M,J,M,J,M,I,M
I,8708,133,"86500258",第一美卡事業股份有限公司,桃園市,桃園市龜山區文明一街４號,"03-3183128",F,A,A,A,A,A,A,A,A,A
I,8708,134,"27254998",香港商標鎰汽車有限公司台灣分公司,臺北市,臺北市大安區敦化南路二段２３０號１樓,"02-81015166",K,M,E,M,F,M,F,M,I,M
I,8708,135,"42579658",郥拉有限公司,桃園市,桃園市蘆竹區南竹路２段２８１之１號,"03-2228599",L,M,L,M,M,M,L,M,L,M
I,8708,136,"51117209",香港商邊行有限公司台灣分公司,臺北市,臺北市中正區忠孝東路２段１３０號７樓之１,"02-23910068",L,M,K,L,L,L,L,M,M,M
I,8708,137,"52713578",精美工商企業有限公司,新北市,新北市汐止區大同路３段６０９號２０樓之１,"0966970251",L,I,K,M,L,M,M,M,M,M
I,8708,138,"66802277",大傳貿易有限公司,新北市,新北市板橋區板新路６８號２樓,"0938338328",L,M,L,M,M,M,M,M,M,M
I,8708,139,"54080439",統昱交通企業有限公司,台南市,台南市安定區中沙里沙崙５０號,"06-5933625",L,L,L,J,L,J,L,J,L,I
I,8708,140,"54252452",大眼睛油料有限公司,臺中市,臺中市南屯區惠德街３２７號１樓,"0910-588856",L,M,L,M,L,M,L,M,M,M
I,8708,141,"82912949",寶騛汽車有限公司,新北市,新北市永和區永貞路７９號,"02-29253889",L,M,L,M,M,M,M,M,M,M
I,8708,142,"27398398",竝強有限公司,彰化縣,彰化縣花壇鄉岩竹村虎山街１４０巷２０之１號,"04-7870006",L,M,L,M,L,M,L,M,L,M
I,8708,143,"53045890",賓美國際有限公司,彰化縣,彰化縣大村鄉大橋村中山路三段104-7號1樓,"04-8537299",K,M,J,M,K,M,L,M,K,M
I,8708,144,"97061333",柏昂科技有限公司,臺中市,臺中市太平區振福路６５巷１１號,"04-23958833",L,M,M,L,L,M,M,M,M,M
I,8708,145,"55943898",旺輪工業股份有限公司,臺中市,臺中市石岡區德興里和盛街南眉巷１４０之１號１樓　,"04-25810160",L,K,L,J,L,J,L,J,L,J
I,8708,146,"89672661",子盛企業有限公司,臺中市,臺中市南區南門路５７號１０樓之１,"05-5519777",M,L,L,J,L,J,L,J,L,K
I,8708,147,"42870275",磐德股份有限公司,臺北市,臺北市內湖區舊宗路２段１８１巷２號地下１層,"02-27970011",L,M,L,M
I,8708,148,"53699856",黑石研創有限公司,臺北市,臺北市士林區重慶北路４段９４號１樓,"",M,M,L,M,L,M,L,M,L,M
I,8708,149,"04372306",南海遊艇製造股份有限公司,臺北市,臺北市中山區南京東路２段１２５號８樓之２,"02-25082672-5",L,K,K,I,K,J,K,J,L,I
I,8708,150,"42721487",博隆汽車維修有限公司,新北市,新北市新莊區民安路16之26號7樓,"02-85311171",M,M,L,M,L,M,M,M,M,M
I,8708,151,"97111517",權能企業股份有限公司,新北市,新北市汐止區大同路一段３０６號１１樓,"02-26426388",L,J,L,I,L,F,L,G,L,H
I,8708,152,"04437928",綺歐有限公司,臺北市,臺北市中山區松江路２９７巷２號１樓,"02-26647330",L,M,L,L,L,L,L,M,M,M
I,8708,153,"89759759",高聯貿易有限公司,高雄市,高雄市三民區金山路１６５號　,"07-3471000",L,M,L,M,L,M,L,M,L,M
I,8708,154,"22389589",宜福工業股份有限公司,新北市,新北市五股區五權路３６號,"02-22991917",A,M,A,L,A,L,A,L,A,L
I,8708,155,"22621968",保值久股份有限公司,桃園市,桃園市桃園區鹽務路２８之１號,"03-3562030",L,L,L,M,L,L,K,L,L,L
I,8708,156,"23320309",寶仕汽車股份有限公司,桃園市,桃園市蘆竹區長興里長興路４段２２７巷８弄１０號,"03-3118199",J,M,I,L,I,L,I,L,J,M
I,8708,157,"12943461",首全興業有限公司,臺北市,臺北市大同區承德路三段一二九巷二號一樓,"25866128",L,M,L,M,L,M,L,M,L,M
I,8708,158,"52603333",巧兒宜國際股份有限公司,臺北市,臺北市內湖區瑞光路４３１號２樓,"02-27973000",J,M,F,M,G,L,J,M,M,M
I,8708,159,"12965823",榮毅企業有限公司,台北市,台北市內湖區安康路３３６巷１號２樓,"02-29801155",K,L,J,M,J,M,J,L,J,L
I,8708,160,"13054627",宇光企業股份有限公司,臺南市,臺南市南區新忠路５號,"06-2923636",L,M,L,L,L,L,L,L,L,M
I,8708,161,"54560471",可力達科技有限公司,臺南市,臺南市永康區王行里永科環路５號,"06-2018988",L,K,L,I,L,J,L,L,L,L
I,8708,162,"86131678",佰駒企業有限公司,台北巿,台北巿八德路二段２０８號１樓,"02-27734228",L,M,L,M,L,M,L,M,L,M
I,8708,163,"67033108",鎧陽實業有限公司,新北市,新北市五股區中興路一段１０３號１樓,"02-86301126",L,L,L,L,L,L,M,L,M,M
I,8708,164,"54081438",祥禾興業有限公司,臺南市,臺南市安平區金城里州平二街１９０巷１８號１樓　,"06-3911285",L,L,L,L,L,L,L,M,L,M
I,8708,165,"12826463",楷際實業有限公司,新北市,新北市三重區重新路５段６４６號５樓之１,"02-85114788",L,L,L,K,L,K,L,K,L,K
I,8708,166,"24876419",牛家俥有限公司,桃園市,桃園市龍潭區高原路372巷38弄38號,"03-4892121",L,M,L,M,L,M,L,M,L,M
I,8708,167,"28509077",買車王買車網有限公司,臺北市,臺北市北投區大度路３段１８３號,"02-28585055",L,M,L,M,M,M,M,M,M,M
I,8708,168,"24313066",石鎰股份有限公司,臺北市,臺北市中山區建國北路３段１５９號,"02-25083601",K,M,I,M,J,M,J,M,K,M
I,8708,169,"42661761",誠炫有限公司,臺中市,臺中市烏日區五光路９３０巷１７弄３３號,"04-23365014",L,M,L,M,L,M,L,M,L,M
I,8708,170,"86070187",泰茂實業股份有限公司,臺南市,臺南市官田區二鎮里實踐街１０號　,"06-6991488",L,I,J,D,J,C,J,B,J,D
I,8708,171,"24254405",華佑國際科技股份有限公司,彰化縣,彰化縣埔鹽鄉光明路２段２００之２號１樓,"04-8650926",J,I,G,F,G,F,H,G,I,H
I,8708,172,"53099895",晶采富有限公司,臺北市,臺北市內湖區文湖街１０號５樓,"02-87515558",K,M,J,M,I,M,J,M,H,M
I,8708,173,"42763866",露拖國際股份有限公司,新竹縣,新竹縣竹北市成功五街６３號４樓之２,"036673546",L,M,L,M,L,M,L,M,L,M
I,8708,174,"12476629",台灣佳能資訊股份有限公司,台北巿,台北巿中正區羅斯福路２段１００號１９樓,"02-66328888",A,M,A,L,A,L,A,L,A,L
I,8708,175,"96960218",肯創科技股份有限公司,新北市,新北市汐止區新台五路１段９７號２８樓之７,"02-26973636",J,H,I,B,H,A,G,E,I,C
I,8708,176,"23170076",青鋒工業有限公司,臺中市,臺中市大里區中興路２段６５巷６６號,"04-24839633",L,M,L,M,L,M,M,M,L,M
I,8708,177,"54706932",開普國際貿易有限公司,臺北市,臺北市士林區延平北路５段１７０號２樓,"02-29956819",L,M,K,M,K,M,K,M,K,M
I,8708,178,"80634097",中華機械股份有限公司,桃園市,桃園市大園區南港里環區西路２９６號　,"03-3866688",A,M,A,M,A,M,A,M,A,M
I,8708,179,"53388311",卡比卡國際貿易有限公司,臺中市,臺中市西屯區中清路三段３３６號,"04-23950800",L,M,L,L,L,M,K,M,K,M
I,8708,180,"22434402",凱茀企業股份有限公司,臺北市,臺北市中山區松江路51號6樓、6樓之3,"02-25074749",M,I,L,C,L,B,L,B,L,B
