"I/E",ccc,serial,"tax number",name,area,address,phone,109i,109e,108i,108e,107i,107e,106i,106e,105i,105e
I,8529,68,"12973020",研想科技股份有限公司,臺北市,臺北市內湖區行愛路１４０巷２５號７樓,"02-2796-2235",L,M,L,M,L,M,L,M,L,L
I,8529,69,"97160544",漢翔航空工業股份有限公司,臺中巿,臺中巿西屯區西平里２４鄰漢翔路１號,"04-27020001",A,A,A,A,A,A,A,A,A,A
I,8529,70,"11381701",亞洲航空股份有限公司,臺南市,臺南市仁德區機場路１０５０號,"06-2681911",A,K,A,H,A,I,A,J,A,K
I,8529,71,"84398378",宜虹科技股份有限公司,新竹縣,新竹縣竹北市勝利六街７１號３樓,"03-6576100",L,M,L,M,L,M,L,L,L,M
I,8529,72,"84833273",晟輝科技股份有限公司,桃園市,桃園市蘆竹區南崁路２段６６之９號２樓,"03-3522966",L,L,L,L,L,L,L,L,L,L
I,8529,73,"80035115",法商空中巴士防務航太股份有限公司台灣分公司,台北市,台北市中正區南昌路２段３１號２樓,"0982868886",K,M,M,M,L,M,M,M,L,M
I,8529,74,"28987083",新加坡商東南亞空中巴士直升機股份有限公司台灣分公司,高雄市,高雄市小港區鳳福路８２號１樓,"07-8230577",J,M,I,L,I,M,J,L,K,L
I,8529,75,"24790882",香港商凌科亞洲有限公司台灣分公司,臺北市,臺北市內湖區內湖路１段６６號１０樓,"02-66038889",L,M,L,M,L,M,L,M,L,M
I,8529,76,"12883169",絡達科技股份有限公司,新竹市,新竹市新竹科學工業園區篤行路６之５號５樓,"03-6128800",A,A,A,A,A,A,A,A,A,A
I,8529,77,"53141009",光鈦國際科技有限公司,臺中市,臺中市西區台中港路１段１３３號１３樓,"04-22638916",M,L,L,L,L,L,L,L,L,L
I,8529,78,"80402483",亞德光機股份有限公司,桃園市,桃園市平鎮區天津街１７１號,"03-439-3588",L,J,L,E,L,B,L,A,L,A
I,8529,79,"85798816",東哥企業股份有限公司,高雄市,高雄市前鎮區金福路１號　,"07-8314126",D,A,A,A,A,A,A,A,A,A
I,8529,80,"80546334",誠釱科技股份有限公司,台北市,台北市內湖區瑞光路１０６號４樓之１,"02-27968477",L,J,L,F,L,G,L,G,L,F
I,8529,81,"27553089",悅發電子有限公司,台北市,台北市松山區八德路２段３６６巷１３弄９號１樓,"02-27721058",M,M,L,M,L,M,L,M,M,M
I,8529,82,"80594709",亞利森貿易有限公司,臺中市,臺中市西屯區惠來里市政北五路２７０號１０樓之３,"0918007981",L,M,K,M,I,M,I,L,L,L
I,8529,83,"27457023",樂利士實業股份有限公司,高雄市,高雄市路竹區北嶺六路７７號,"07-6955333",L,L,L,L,L,J,L,J,L,J
I,8529,84,"27997056",裕隆行國際運通股份有限公司自由貿易港分公司,桃園市,桃園市大園區航翔路５號７樓之３,"03-3995845",A,A,A,A,A,A,A,A,A,A
I,8529,85,"84602630",紘佑股份有限公司,新北市,新北市汐止區新台五路1段75號8樓,"02-26987095",L,M,L,L,L,L,L,L,L,L
I,8529,86,"30989045",宏睿企業股份有限公司,台北巿,台北巿安和路２段１７５號３樓,"02-27350091",J,M,H,M,I,M,I,M,I,M
I,8529,87,"29182774",百佳泰股份有限公司中科分公司,南投縣,南投縣南投市中興路９號,"049-2337277",L,L,J,L,J,L,J,L,I,L
I,8529,88,"89805022",亞力通訊股份有限公司,新北市,新北市汐止區康寧街１６９巷３１之１號１０樓之３,"02-26952378",L,L,L,J,L,K,L,J,L,J
I,8529,89,"54047782",禾桀科技股份有限公司,新北市,新北市五股區五權七路７１號,"02-22900555",L,I,L,D,K,D,J,F,L,F
I,8529,90,"28220737",全科綜電股份有限公司,新北市,新北市汐止區大同路１段２３７號１４樓之２　,"02-86918568",L,J,L,G,L,G,L,H,L,G
I,8529,91,"70417037",全環科技股份有限公司,高雄市,高雄市苓雅區建國一路９５號１樓,"07-7258899",L,M,M,M,M,M,L,L,L,L
I,8529,92,"25129664",芯笙實業有限公司,臺北市,臺北市大安區和平東路３段１２１號６樓之１,"02-23789119",L,M,L,M,L,M,L,M,L,M
I,8529,93,"12800392",明泰科技股份有限公司,新竹科,新竹科學園區新竹市力行七路8號,"03-5636666-7643",A,A,A,A,A,A,A,A,A,A
I,8529,94,"53152552",台灣阿爾卑斯物流股份有限公司,臺北市,臺北市大同區華陰街91號4樓之3,"02-25557653",A,I,A,A,A,A,A,A,L,B
I,8529,95,"27231258",法商阿爾斯通運輸股份有限公司台灣分公司,臺北市,臺北市內湖區瑞光路４０８號８樓之５,"02-27753190",K,M,E,M,H,M,F,L,H,M
I,8529,96,"53430681",禾蒼科技股份有限公司,新北市,新北市汐止區新台五路一段７５號１２樓之５,"02-86981198",L,J,L,J,L,K,L,L,L,L
I,8529,97,"24776489",榮晶生物科技股份有限公司,新竹科,新竹科學工業園區新竹市力行路１２號４樓,"03-5784567",L,L,L,L,L,L,L,J,L,L
I,8529,98,"97307625",華晶科技股份有限公司,新竹科,新竹科學工業園區新竹市力行路１２號,"03-5784567",C,A,A,C,J,K,L,L,I,L
I,8529,99,"28112884",聚晶半導體股份有限公司,新竹科,新竹科學工業園區新竹市力行路１２號５樓,"03-5784567#1215",L,L,L,K,L,I,L,A,L,A
I,8529,100,"86282268",寬富科技有限公司　　　　　　　　　　　　　　,台北巿,台北巿士林區文林北路２５４號１樓　　　　　　　　　　,"02-28225863",L,M,L,L,L,L,L,L,L,L
I,8529,101,"27398067",安霸股份有限公司,新竹市,新竹市新竹科學工業園區力行一路１號１樓Ｃ１室,"03-6668828",L,M,L,M,K,L,L,L,L,L
I,8529,102,"57240424",香港商恩倍科有限公司台灣分公司,新竹縣,新竹縣竹北市自強南路８號２１樓之５,"03-6682220",L,L,L,M,L,M,M,L,M,M
I,8529,103,"25090801",安鉑科技股份有限公司,新北市,新北市中和區中正路７８８之１號６樓,"02-32340520",L,L,L,L,L,L,L,L,L,L
I,8529,104,"22554573",美商超微半導體股份有限公司台灣分公司,台北市,台北市南港區園區街３號６樓,"02-2655-8885",I,L,D,L,H,L,G,L,I,M
I,8529,105,"53340056",亞美科科技股份有限公司,臺北市,臺北市士林區承德路４段８１號５樓,"02-25578000",L,L,L,K,L,J,L,J,L,L
I,8529,106,"13115906",美達科技股份有限公司,新北市,新北市中和區中正路７１６號７樓之１,"82273822",L,L,L,K,L,K,L,I,L,K
I,8529,107,"33916996",東源物流事業股份有限公司,新北市,新北市土城區廣福街六號１樓,"03-3285093",L,M,I,M,F,M,A,M,D,M
I,8529,108,"16631664",艾克爾國際科技股份有限公司,桃園市,桃園市龍潭區中豐路高平段１號,"03-4116000",A,A,A,A,A,A,A,A,A,A
I,8529,109,"80335289",香港商眼力健亞洲有限公司台灣分公司,臺北市,臺北市中山區民生東路３段２號１０、１１樓,"02-25108960",L,M,K,M,L,M,L,M,L,M
I,8529,110,"84352008",安費諾亮泰企業股份有限公司,新北市,新北市土城區中央路４段５１號５樓之３,"02-7741-6888",L,I,K,G,J,G,J,F,J,G
I,8529,111,"86386073",安諾電子股份有限公司,桃園市,桃園市桃園區中山路９５６巷７１號,"03-3786960",K,L,I,I,I,J,L,L,L,L
I,8529,112,"16440433",晶釆光電科技股份有限公司,新北市,新北市汐止區新台五路一段１１６號４樓,"02-26967269",H,A,D,A,F,A,G,A,H,A
I,8529,113,"28517891",聯發光電股份有限公司,新北市,新北市中和區建一路１８６號５樓之３,"02-82269855",L,L,K,J,L,J,L,J,L,I
I,8529,114,"84929896",瑞軒科技股份有限公司,新北市,新北市中和區連城路２６８號１７樓,"02-82280505",H,L,A,L,A,L,A,L,A,L
I,8529,115,"12333051",安昌企業股份有限公司,臺北巿,臺北巿中山區復興北路１５０號１２樓之１,"02-27120132",K,M,I,L,J,L,J,L,J,L
I,8529,116,"14044985",安輝貿易股份有限公司,台北巿,台北巿南京東路二段２１６號１２樓,"02-25066668",L,M,L,M,L,L,L,L,L,M
I,8529,117,"01990846",恩捷電子股份有限公司,新北市,新北市泰山區壽山路一三四巷一七號,"02-29060958",K,G,J,D,J,A,J,E,J,E
I,8529,118,"84901145",新加坡商艾利斯特有限公司台灣分公司,臺北市,臺北市信義區松德路１７１號２樓之２,"02-27279197",K,M,K,M,J,M,J,M,J,M
I,8529,119,"76401841",安竣股份有限公司,高雄巿,高雄巿新興區大同一路３１號,"07-2111136",J,M,F,M,D,L,F,M,G,M
I,8529,120,"23224452",安立知股份有限公司,臺北市,臺北市內湖區內湖路１段３１６號７樓,"02-8751-1816",A,M,A,L,A,L,A,M,A,M
I,8529,121,"16762567",安瑟數位股份有限公司,臺北市,臺北市中正區博愛路５２號７樓,"02-66005588",L,M,L,M,L,M,L,M,M,M
I,8529,122,"12676056",安馳科技股份有限公司,新北市,新北市汐止區新台五路１段７５號２１樓,"02-26982526",A,C,A,D,A,F,A,F,A,I
I,8529,123,"27944684",英商安諾亞科技股份有限公司台灣分公司,台北市,台北市內湖區內湖路１段３２４號４樓,"02-87978630",L,M,L,M,L,M,L,L,L,L
I,8529,124,"66424649",漢威電子開發股份有限公司,新北市,新北市新莊區新北大道３段５號１７樓之５,"02-85215786",L,L,L,K,L,K,L,L,M,M
I,8529,125,"27369470",安欣科技服務股份有限公司,新北市,新北市新莊區思源路３４號,"02-55909567",L,M,L,M,L,M,L,M,L,M
I,8529,126,"97306457",建碁股份有限公司,臺北市,臺北市松山區復興北路３６９號７樓之５,"02-77101195",I,L,J,K,I,J,J,K,J,J
I,8529,127,"16312227",昱博科技股份有限公司,臺北市,臺北市內湖區瑞光路４３１號７樓,"02-26563868",L,A,L,A,L,A,I,A,F,A
I,8529,128,"27294794",領峰生物科技有限公司,新北市,新北市新店區北新路１段８９號１２樓之１,"02-29125252",L,M,L,M,L,M,L,M,L,M
I,8529,129,"16016936",晶華石英光電股份有限公司,新竹縣,新竹縣竹北市中崙里光明六路１１１號２樓,"03-5519508",L,M,L,L,L,L,L,M,M,M
I,8529,130,"20730758",夆典科技開發股份有限公司,新北市,新北市中和區新民街１１２號４樓,"02-22234099",E,J,J,H,I,I,I,I,I,I
I,8529,131,"27271130",維田科技股份有限公司,新北市,新北市中和區建一路１８６號１５樓之１,"02-82262881",I,E,F,A,G,A,G,A,H,A
I,8529,132,"80638811",晶英國際股份有限公司,臺北市,臺北市內湖區瑞光路２０６號１２樓,"02-7745-5522",G,L,A,M,A,L,A,L,A,M
I,8529,133,"27981420",一寶實達有限公司,新北市,新北市中和區橋和路１２０號７樓之５,"02-22490011",I,M,D,L,D,L,E,M,H,M
I,8529,134,"23826594",美商蘋果亞洲股份有限公司台灣分公司,臺北市,臺北市信義區松仁路１００號３２樓,"02-87298500",A,M,A,L,A,L,A,L,A,L
I,8529,135,"84403317",亞碩企業股份有限公司,桃園市,桃園市平鎮區東龍街１１８９號,"03-4606151",J,A,J,A,I,A,I,C,J,A
I,8529,136,"27617648",台灣應用光源股份有限公司,新竹市,新竹市新竹科學工業園區東區展業一路９號６樓之２,"03-5633588",L,J,L,I,L,J,L,I,L,J
I,8529,137,"28431000",新加坡商應用材料股份有限公司台灣分公司,桃園市,桃園市龜山區復興一路３６１號２樓,"03-5776399",A,L,A,M,A,L,A,M,A,M
I,8529,138,"12738356",應用奈米科技股份有限公司,新竹縣,新竹縣芎林鄉文華街３０６號　,"03-5921999",L,L,L,L,L,K,L,L,L,L
I,8529,139,"70643081",欣普羅光電股份有限公司,新北市,新北市新莊區思源路二三號六樓,"02-89944718",K,J,K,H,J,E,J,G,K,F
I,8529,140,"27200733",亞玻光學有限公司,高雄市,高雄市鳥松區仁愛路１６１號１樓,"07-7338220",L,M,K,M,L,L,L,L,K,L
I,8529,141,"22259925",新井企業有限公司,高雄巿,高雄巿鳥松區大智路２２３巷３號,"07-7310018",L,M,L,M,L,M,L,M,L,M
I,8529,142,"84469443",磐儀科技股份有限公司,新北市,新北市中和區中正路７００號１０樓,"02-82269396",K,A,G,A,D,A,D,A,F,A
I,8529,143,"36057744",全虹企業股份有限公司,臺北市,臺北市大安區敦化南路２段２０７號３６樓,"87910909",L,M,A,M,A,M,A,M,A,M
I,8529,144,"28905597",亞當斯科技有限公司,臺中市,臺中市大里區塗城路５２５之２７號９樓,"04 -22627666",M,L,L,L,L,M,M,M,M,M
I,8529,145,"86432111",博豐光電股份有限公司,桃園市,桃園市平鎮區建安里平東路６７９巷１１號,"03-460-3886",L,L,L,L,L,L,L,L,L,L
I,8529,146,"16768035",雅士博科技股份有限公司,新北市,新北市汐止區新台五路１段８１號６樓之４,"02-2698-0598",L,L,J,K,J,J,J,J,K,J
I,8529,147,"24255143",極星國際航電股份有限公司,新北市,新北市土城區忠承路８１號１２樓,"02-22673723",L,L,L,K,L,J,L,J,L,J
I,8529,148,"59103967",雅瑪坦有限公司　,高雄市,高雄市左營區文府路１１６巷２弄８號１樓,"07-3487444",L,L,L,L,L,M,L,L,M,L
I,8529,149,"16472407",泛宇國際企業有限公司,高雄市,高雄市三民區建國二路１９０巷５號１樓,"07-2380181",L,M,L,M,M,M,L,M,L,M
I,8529,150,"14054168",艾睿電子股份有限公司,新北市,新北市中和區建一路１５０號１３樓之１,"02-77225168",A,J,A,A,A,C,A,B,A,H
I,8529,151,"23597895",宏矽企業股份有限公司,臺北巿,臺北巿內湖區洲子街７２號２樓,"02-27972168",L,M,L,M,L,L,K,M,L,M
I,8529,152,"24324129",旭儀企業股份有限公司,臺北市,臺北市松山區八德路２段３７４號５樓,"02-27213329",L,L,L,L,L,L,L,M,L,M
I,8529,153,"09490128",技高工業股份有限公司,台北市,台北市內湖區內湖路１段５１６號７樓,"02-8797-8788",J,L,J,L,J,J,J,L,J,L
I,8529,154,"70691174",亞太通科技股份有限公司,新北市,新北市中和區中山路二段３５１號４樓之１,"02-8221-5088",L,M,L,M,L,M,L,M,L,M
I,8529,155,"79885594",亞春機電股份有限公司,高雄巿,高雄巿苓雅區民權一路３４號８樓之１,"07-3331191",L,L,K,M,K,M,K,L,K,L
I,8529,156,"16435537",亞洲艾可慕股份有限公司,台北巿,台北巿承德路一段６８號６樓,"02-25591899",L,L,L,H,L,G,L,I,L,I
I,8529,157,"55921894",亞洲光學股份有限公司,臺中市,臺中市潭子區臺中加工出口區南二路２２之３號,"",I,E,B,A,B,A,A,A,A,A
I,8529,158,"53684220",亞太實業有限公司,新北市,新北市三重區重新路４段１０１之１５號１０樓,"02-29722068",L,M,L,M,L,M,L,M,L,M
I,8529,159,"25000647",亞秝貿易有限公司,臺中市,臺中市南區福田三街１１３巷２號１樓,"04-22610762",L,M,L,M,L,M,L,M,L,L
I,8529,160,"80640083",亞泰影像科技股份有限公司,新北市,新北市中和區中正路８８０號２樓,"886-2-82286655",L,L,L,I,L,G,L,G,L,I
I,8529,161,"07231006",亞細亞貿易股份有限公司,台中市,台中市西屯區協和里工業區３２路７２號１樓,"04-2355-1666",A,M,A,M,A,M,A,L,A,L
I,8529,162,"84302177",詮鼎科技股份有限公司,台北巿,台北巿內湖區瑞光路４３９號７樓,"02-26563868",A,A,A,A,A,A,A,A,A,A
I,8529,163,"24475646",亞堉科技股份有限公司,臺北市,臺北市內湖區民權東路６段１８０巷６號５樓之９　,"02-27909282",L,M,J,L,K,L,K,L,K,L
I,8529,164,"23475561",亞旭電腦股份有限公司,新北市,新北市中和區建康路１１９號１０樓,"02-22287588",A,A,A,A,A,A,A,A,A,A
I,8529,165,"27830492",台灣先藝科技股份有限公司,新竹市,新竹市東區金山八街１號２樓,"03-6667722",A,M,A,M,A,L,A,L,A,M
I,8529,166,"56684379",香港商艾司摩爾貿易有限公司台灣分公司,新竹市,新竹市東區公道五路三段１號１１樓之１,"03-516-6266",A,K,A,J,A,K,M,M,M,M
I,8529,167,"53127891",聯合防衛工業有限公司,新北市,新北市汐止區新台五路１段７７號２０樓之３,"02-26982257",M,M,L,M,L,M,L,M,L,M
I,8529,168,"20792640",偉聯科技股份有限公司,臺北市,臺北市南港區園區街３之１號５樓之１,"02-26558080#102",L,L,L,K,L,J,L,J,L,K
I,8529,169,"43812979",星易科技有限公司,新北市,新北市板橋區重慶路２６２號１０樓,"02-29636626",L,L,L,K,L,K,M,M,M,M
I,8529,170,"23638777",華碩電腦股份有限公司,臺北市,臺北市北投區立德路１５號１樓,"02-28943447",A,A,A,A,A,A,A,A,A,A
I,8529,171,"97031922",智晟電子股份有限公司,新北市,新北市汐止區中興路８６號４樓,"02-8642-3199",L,K,K,J,L,K,K,K,J,J
I,8529,172,"27549558",十大科技股份有限公司,臺北市,臺北市內湖區內湖路一段１２０巷１５弄８號６樓,"02-27998715",L,L,L,K,L,K,K,J,J,L
I,8529,173,"82927231",美商謀思科技有限公司台灣分公司,新竹縣,新竹縣竹北市復興一街２５１號９樓之６,"0906557952",L,M,L,M,M,M,M,M,M,M
I,8529,174,"28967093",亞東金光電股份有限公司,新竹縣,新竹縣竹北市成功七街１４３號２樓,"03-6576939",L,L,L,J,L,J,L,K,L,L
I,8529,175,"16085721",阿托科技股份有限公司,台北巿,台北巿南京東路３段２８５號４樓,"02-27176878",A,L,A,L,A,L,A,L,A,L
I,8529,176,"23160871",雅企科技股份有限公司,新北市,新北市三重區重新路５段６０９巷１４號１０樓,"02-29995155",L,L,L,L,L,L,L,K,K,K
